Workspace,Domain,Document Name,Relative Path,Extension,Word Count,Layer Assignment,Purpose,Strategic Function,Automation Potential,Risk Factors
Financial Drafts,Finance,architecture.md,Financial Drafts\finos-plugin\docs\architecture.md,.md,446,"Finance + Automation, Legal, Management","Positions Finance components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Governance / risk control; Measurement / KPI asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,automation-catalog.md,Financial Drafts\finos-plugin\docs\automation-catalog.md,.md,254,"Finance + Automation, Legal, Management","Contributes reusable Finance knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Measurement / KPI asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,deployment.md,Financial Drafts\finos-plugin\docs\deployment.md,.md,159,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Measurement / KPI asset; Automation / agent runtime; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,integrations.md,Financial Drafts\finos-plugin\docs\integrations.md,.md,198,"Finance + Automation, Client, Marketing","Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Measurement / KPI asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,module-map.md,Financial Drafts\finos-plugin\docs\module-map.md,.md,251,"Finance + Automation, Legal, Management","Positions Finance components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Governance / risk control; Measurement / KPI asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,observability.md,Financial Drafts\finos-plugin\docs\observability.md,.md,170,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Measurement / KPI asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,security.md,Financial Drafts\finos-plugin\docs\security.md,.md,191,"Finance + Automation, Hiring","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,source-intelligence.md,Financial Drafts\finos-plugin\docs\source-intelligence.md,.md,655,"Finance + Automation, Management, Legal","Contributes reusable Finance knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,workflows.md,Financial Drafts\finos-plugin\docs\workflows.md,.md,339,"Finance + Automation, Legal, Client","Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,package.json,Financial Drafts\finos-plugin\package.json,.json,72,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,README.md,Financial Drafts\finos-plugin\README.md,.md,355,"Finance + Automation, Legal, Management","Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\ai-agents\index.ts,.ts,573,"Finance + Automation, Legal, Client","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\allocation-engine\index.ts,.ts,255,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,application.ts,Financial Drafts\finos-plugin\src\api-layer\application.ts,.ts,438,"Finance + Automation, Legal, Management","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Measurement / KPI asset; Automation / agent runtime; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,contracts.ts,Financial Drafts\finos-plugin\src\api-layer\contracts.ts,.ts,633,"Finance + Automation, Legal, Client","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,http-api.ts,Financial Drafts\finos-plugin\src\api-layer\http-api.ts,.ts,174,"Finance + Automation, Legal, Client",Provides agent/runtime instructions or integration contracts for automating Finance work.,Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,mcp-server.ts,Financial Drafts\finos-plugin\src\api-layer\mcp-server.ts,.ts,188,"Finance + Automation, Marketing, Legal",Provides agent/runtime instructions or integration contracts for automating Finance work.,Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\audit-system\index.ts,.ts,133,Finance + Automation,"Preserves reusable Finance source intelligence, runtime support, or technical implementation detail.",Reference / source asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,bootstrap.ts,Financial Drafts\finos-plugin\src\bootstrap.ts,.ts,11,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Automation / agent runtime; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\cashflow-engine\index.ts,.ts,258,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\compliance-engine\index.ts,.ts,110,"Finance + Automation, Legal","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\core-ledger\index.ts,.ts,345,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\dashboard-system\index.ts,.ts,286,"Finance + Automation, Operations, Management","Contributes reusable Finance knowledge, context, or operating doctrine.",Vision doctrine; Execution workflow; Governance / risk control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\event-bus\index.ts,.ts,216,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\financial-governance\index.ts,.ts,233,"Finance + Automation, Hiring, Management","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\forecasting-engine\index.ts,.ts,153,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\integrations\index.ts,.ts,93,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\profitability-engine\index.ts,.ts,127,"Finance + Automation, Client, Legal","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Measurement / KPI asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\reporting-system\index.ts,.ts,197,"Finance + Legal, Automation, Management","Contributes reusable Finance knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Measurement / KPI asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\risk-engine\index.ts,.ts,271,"Finance + Client, Automation, Legal","Contributes reusable Finance knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\rules-engine\index.ts,.ts,328,"Finance + Automation, Client, Legal","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Measurement / KPI asset; Automation / agent runtime; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,money.ts,Financial Drafts\finos-plugin\src\shared\money.ts,.ts,179,Finance + Automation,"Preserves reusable Finance source intelligence, runtime support, or technical implementation detail.",Reference / source asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,types.ts,Financial Drafts\finos-plugin\src\shared\types.ts,.ts,571,"Finance + Automation, Legal, Client","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\treasury-system\index.ts,.ts,218,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Automation / agent runtime; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,index.ts,Financial Drafts\finos-plugin\src\workflows\index.ts,.ts,192,"Finance + Automation, Legal, Management","Contributes reusable Finance knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; SOP / procedure; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,engine-smoke.test.mjs,Financial Drafts\finos-plugin\tests\engine-smoke.test.mjs,.mjs,110,Finance + Automation,"Contributes reusable Finance knowledge, context, or operating doctrine.",Automation / agent runtime; Financial control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,tsconfig.json,Financial Drafts\finos-plugin\tsconfig.json,.json,32,Finance + Automation,"Preserves reusable Finance source intelligence, runtime support, or technical implementation detail.",Reference / source asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,Institutional Capital Stratergy. Draft 7.docx,Financial Drafts\Institutional Capital Stratergy. Draft 7.docx,.docx,2803,"Finance + Automation, Management, Legal",Provides agent/runtime instructions or integration contracts for automating Finance work.,Architecture / system map; Intelligence asset; Governance / risk control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,Institutional Scaling Architure. Draft 10.docx,Financial Drafts\Institutional Scaling Architure. Draft 10.docx,.docx,2944,"Finance + Automation, Management, Legal","Positions Finance components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
Financial Drafts,Finance,Strategic Intelligence System. Draft 14.docx,Financial Drafts\Strategic Intelligence System. Draft 14.docx,.docx,2255,"Automation + Operations, Management, Finance","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
