Workspace,Domain,Document Name,Relative Path,Extension,Word Count,Layer Assignment,Purpose,Strategic Function,Automation Potential,Risk Factors
The Agency Client. Drafts,Client,Client OS Architure and Eecution. Draft 21.docx,The Agency Client. Drafts\Client OS Architure and Eecution. Draft 21.docx,.docx,4077,"Automation + Operations, Management, Client","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Client. Drafts,Client,Client Project Gaps. Draft 17.docx,The Agency Client. Drafts\Client Project Gaps. Draft 17.docx,.docx,648,"Client + Automation, Offer, Sales","Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Client. Drafts,Client,Client Segmentation Overview. Draft 3.docx,The Agency Client. Drafts\Client Segmentation Overview. Draft 3.docx,.docx,522,"Client + Offer, Sales, Management","Contributes reusable Client knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Client. Drafts,Client,Client System Deep Dive. Draft 4.docx,The Agency Client. Drafts\Client System Deep Dive. Draft 4.docx,.docx,1049,"Client + Offer, Sales, Automation","Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Measurement / KPI asset; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Client. Drafts,Client,Client System Failures. Draft 8.docx,The Agency Client. Drafts\Client System Failures. Draft 8.docx,.docx,614,"Client + Sales, Automation, Operations","Contributes reusable Client knowledge, context, or operating doctrine.",Execution workflow; Measurement / KPI asset; Automation / agent runtime; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Client. Drafts,Client,Client System Flywheel. Draft 13.docx,The Agency Client. Drafts\Client System Flywheel. Draft 13.docx,.docx,982,"Client + Sales, Sector, Marketing","Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Measurement / KPI asset; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Client. Drafts,Client,Client System Question. Draft 9.docx,The Agency Client. Drafts\Client System Question. Draft 9.docx,.docx,725,"Client + Automation, Legal","Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Client. Drafts,Client,Client vs Business Journey. Draft 18.docx,The Agency Client. Drafts\Client vs Business Journey. Draft 18.docx,.docx,908,"Client + Automation, Management, Sales","Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Client. Drafts,Client,Legal Structures. Draft 11.docx,The Agency Client. Drafts\Legal Structures. Draft 11.docx,.docx,1043,"Legal + Client, Finance, Branding","Creates control rules that protect Legal execution from trust, legal, and operational risk.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Legal in the Vision -> Strategy -> System -> Workflow chain.,High,"unapproved claims, contract ambiguity, privacy/compliance exposure"
The Agency Client. Drafts,Client,Strategic Execution Operation. Draft 22.docx,The Agency Client. Drafts\Strategic Execution Operation. Draft 22.docx,.docx,1782,"Automation + Operations, Management, Client",Turns Automation intelligence into repeatable operating steps.,Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Client. Drafts,Client,The Client. Draft 1.docx,The Agency Client. Drafts\The Client. Draft 1.docx,.docx,1253,"Client + Automation, Offer, Sales","Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
