Workspace,Domain,Document Name,Relative Path,Extension,Word Count,Layer Assignment,Purpose,Strategic Function,Automation Potential,Risk Factors
Marketing Drafts,Marketing,CRO in Marketing Stratergy. Draft 63.docx,Marketing Drafts\CRO in Marketing Stratergy. Draft 63.docx,.docx,2580,"Sector + Marketing, Automation, Management","Contributes reusable Sector knowledge, context, or operating doctrine.",Architecture / system map; Measurement / KPI asset; Automation / agent runtime; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
Marketing Drafts,Marketing,Cultural Positioning. Draft 96.docx,Marketing Drafts\Cultural Positioning. Draft 96.docx,.docx,1610,"Sector + Marketing, Branding, Automation","Contributes reusable Sector knowledge, context, or operating doctrine.",Intelligence asset; Automation / agent runtime; Financial control; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
Marketing Drafts,Marketing,Deal with Markerting. Darft 18.docx,Marketing Drafts\Deal with Markerting. Darft 18.docx,.docx,1619,"Sector + Marketing, Automation, Management","Contributes reusable Sector knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Governance / risk control; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
Marketing Drafts,Marketing,Demand Generation Intelligence. Draft 44.docx,Marketing Drafts\Demand Generation Intelligence. Draft 44.docx,.docx,3305,"Marketing + Sector, Automation, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Measurement / KPI asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Dm Marketing Strategy. Draft 52.docx,Marketing Drafts\Dm Marketing Strategy. Draft 52.docx,.docx,1719,"Marketing + Sector, Automation, Management","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Measurement / KPI asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Dynamic Marketing System. Draft 20.docx,Marketing Drafts\Dynamic Marketing System. Draft 20.docx,.docx,2567,"Sector + Marketing, Automation, Management","Contributes reusable Sector knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
Marketing Drafts,Marketing,Editorial Systems. Draft 95.docx,Marketing Drafts\Editorial Systems. Draft 95.docx,.docx,3244,"Marketing + Sector, Automation, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Elite Marketing Intelligence Architecture Engine. Draft 113.docx,Marketing Drafts\Elite Marketing Intelligence Architecture Engine. Draft 113.docx,.docx,4683,"Sector + Marketing, Automation, Branding","Positions Sector components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
Marketing Drafts,Marketing,Elite System Architecture. Draft 115.docx,Marketing Drafts\Elite System Architecture. Draft 115.docx,.docx,2293,"Automation + Operations, Management, Marketing","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Marketing Drafts,Marketing,01_Master_Agentic_Marketing_System.md,Marketing Drafts\Elite_Marketing_Agentic_OS\01_Master_Agentic_Marketing_System.md,.md,1604,"Automation + Marketing, Management, Sector",Provides agent/runtime instructions or integration contracts for automating Automation work.,Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Marketing Drafts,Marketing,02_Agent_Catalog_and_Subagents.yaml,Marketing Drafts\Elite_Marketing_Agentic_OS\02_Agent_Catalog_and_Subagents.yaml,.yaml,1224,"Automation + Marketing, Management, Sector",Provides agent/runtime instructions or integration contracts for automating Automation work.,Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Marketing Drafts,Marketing,03_Skill_Workflow_Rulebook.md,Marketing Drafts\Elite_Marketing_Agentic_OS\03_Skill_Workflow_Rulebook.md,.md,1267,"Marketing + Automation, Management, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,04_MCP_API_Connector_Blueprint.md,Marketing Drafts\Elite_Marketing_Agentic_OS\04_MCP_API_Connector_Blueprint.md,.md,495,"Automation + Marketing, Sector, Sales","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Marketing Drafts,Marketing,05_Execution_Cadence_Playbooks.md,Marketing Drafts\Elite_Marketing_Agentic_OS\05_Execution_Cadence_Playbooks.md,.md,502,"Marketing + Automation, Management, Sector",Turns Marketing intelligence into repeatable operating steps.,Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,06_Agent_Cards_Index.md,Marketing Drafts\Elite_Marketing_Agentic_OS\06_Agent_Cards_Index.md,.md,216,"Marketing + Automation, Sector",Provides agent/runtime instructions or integration contracts for automating Marketing work.,Intelligence asset; Measurement / KPI asset; Automation / agent runtime; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,07_30_60_90_Activation_Rollout_Plan.md,Marketing Drafts\Elite_Marketing_Agentic_OS\07_30_60_90_Activation_Rollout_Plan.md,.md,762,"Marketing + Automation, Management, Finance","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,01_Marketing_OS_Orchestrator.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\01_Marketing_OS_Orchestrator.md,.md,317,"Marketing + Automation, Management, Sector","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,02_Market_Intelligence_Lead.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\02_Market_Intelligence_Lead.md,.md,320,"Marketing + Automation, Sector, Management","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,03_Chief_Marketing_Strategist.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\03_Chief_Marketing_Strategist.md,.md,324,"Marketing + Automation, Sector, Management","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,04_Creative_Director_Agent.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\04_Creative_Director_Agent.md,.md,337,"Marketing + Automation, Management, Branding",Provides agent/runtime instructions or integration contracts for automating Marketing work.,Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,05_Content_Strategy_Director.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\05_Content_Strategy_Director.md,.md,312,"Marketing + Automation, Management, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,06_Demand_Generation_Strategist.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\06_Demand_Generation_Strategist.md,.md,326,"Marketing + Automation, Legal, Sector","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,07_SEO_AEO_GEO_Architect.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\07_SEO_AEO_GEO_Architect.md,.md,322,"Marketing + Automation, Management, Legal","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,08_Funnel_Architect.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\08_Funnel_Architect.md,.md,316,"Marketing + Automation, Legal, Management","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,09_Lifecycle_Marketing_Architect.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\09_Lifecycle_Marketing_Architect.md,.md,312,"Marketing + Automation, Client, Sector","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,10_Attribution_and_Modeling_Architect.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\10_Attribution_and_Modeling_Architect.md,.md,323,"Marketing + Automation, Management, Finance","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,11_Marketing_Ops_Governor.md,Marketing Drafts\Elite_Marketing_Agentic_OS\Agent_Cards\11_Marketing_Ops_Governor.md,.md,314,"Marketing + Automation, Sector, Operations","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Email Marketing System. Draft 55.docx,Marketing Drafts\Email Marketing System. Draft 55.docx,.docx,2949,"Marketing + Sector, Automation, Management","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Measurement / KPI asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Emotional Mapping Structuring. Draft 89.docx,Marketing Drafts\Emotional Mapping Structuring. Draft 89.docx,.docx,3102,"Marketing + Sector, Automation, Branding","Positions Marketing components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Measurement / KPI asset; Automation / agent runtime; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Engineered Cultural Impact. Draft 66.docx,Marketing Drafts\Engineered Cultural Impact. Draft 66.docx,.docx,2627,"Marketing + Sector, Automation, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Experience Design Engineering. Draft 86.docx,Marketing Drafts\Experience Design Engineering. Draft 86.docx,.docx,3267,"Marketing + Sector, Automation, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Measurement / KPI asset; Automation / agent runtime; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Funnel Engineering Overview. Draft 100.docx,Marketing Drafts\Funnel Engineering Overview. Draft 100.docx,.docx,1719,"Marketing + Sector, Automation, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Measurement / KPI asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,Medium-High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Idea Building in Marketing. Draft 77.docx,Marketing Drafts\Idea Building in Marketing. Draft 77.docx,.docx,3390,"Marketing + Sector, Automation, Branding","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Automation / agent runtime; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Identity Engineering. Draft 90.docx,Marketing Drafts\Identity Engineering. Draft 90.docx,.docx,3300,"Marketing + Sector, Branding, Automation","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Journey Mapping Visualizing. Draft 87.docx,Marketing Drafts\Journey Mapping Visualizing. Draft 87.docx,.docx,1860,"Marketing + Sector, Branding, Automation","Positions Marketing components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Measurement / KPI asset; Automation / agent runtime; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Marketing Drafts,Marketing,Lead Scoring Intelligence. Dtraft 48.docx,Marketing Drafts\Lead Scoring Intelligence. Dtraft 48.docx,.docx,3107,"Sector + Marketing, Automation, Management","Contributes reusable Sector knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
Marketing Drafts,Marketing,Long- Term Wow Factor. Draft 74.docx,Marketing Drafts\Long- Term Wow Factor. Draft 74.docx,.docx,3557,"Marketing + Branding, Sector, Client","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Automation / agent runtime; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
