"SourceId","Name","Path","Origin","Draft","LastWrite","Words","ParagraphCount","Category","OperationalRole","Maturity","Criticality","AIRelevance"
"SD-053-SALESFLY","Sales Flywheel vs Funnel. Draft 53.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Flywheel vs Funnel. Draft 53.docx","Sales Drafts","53","5/12/2026 9:48:47 AM","2494","522","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","High"
"SD-012-SALESFUN","Sales Funnel Type. Draft 12.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Funnel Type. Draft 12.docx","Sales Drafts","12","5/11/2026 5:57:03 PM","3922","853","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-002-SALESGAP","Sales Gap and Faliures. Draft 2.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Gap and Faliures. Draft 2.docx","Sales Drafts","2","5/11/2026 5:23:26 PM","3367","790","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-041-SALESGOV","Sales Governance Aritichure Operational Blueprint. Draft 41.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Governance Aritichure Operational Blueprint. Draft 41.docx","Sales Drafts","41","5/11/2026 7:48:54 PM","4635","1213","Governance, legal, compensation, and operating controls","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-061-SALESINT","Sales Intelligence Architecture. Draft 61.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Intelligence Architecture. Draft 61.docx","Sales Drafts","61","5/12/2026 9:58:17 AM","5377","1158","AI, intelligence architecture, and institutional cognition","Supporting doctrine or execution intelligence","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-059-SALESLAU","Sales Launch Mechanism. Draft 59.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Launch Mechanism. Draft 59.docx","Sales Drafts","59","5/12/2026 9:55:58 AM","2474","526","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","High","High"
"SD-037-SALESLEG","Sales Legal Structuring. Draft 37.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Legal Structuring. Draft 37.docx","Sales Drafts","37","5/11/2026 7:36:02 PM","3761","893","Governance, legal, compensation, and operating controls","Governance, risk, legal, and accountability structure","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-006-SALESLOG","Sales Logic Framework. Draft 6.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Logic Framework. Draft 6.docx","Sales Drafts","6","5/11/2026 5:44:04 PM","3415","832","Foundational doctrine, philosophy, and strategic worldview","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-028-SALESMEC","Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx","Sales Drafts","28","5/11/2026 6:47:00 PM","3550","780","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","High","High"
"SD-013-SALESOPE","Sales Operating System Blueprint. Draft 13.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Operating System Blueprint. Draft 13.docx","Sales Drafts","13","5/11/2026 5:58:34 PM","4213","876","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-055-SALESOPE","Sales Operating System Overview. Draft 55.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Operating System Overview. Draft 55.docx","Sales Drafts","55","5/12/2026 9:51:52 AM","2796","751","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-049-SALESOPE","Sales Operating System Roles. Draft 49.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Operating System Roles. Draft 49.docx","Sales Drafts","49","5/11/2026 8:01:30 PM","2712","640","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","High"
"SD-060-SALESOPE","Sales Operating System. Draft 60.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Operating System. Draft 60.docx","Sales Drafts","60","5/12/2026 9:57:04 AM","6045","915","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-057-SALESPLA","Sales Playbooks and Cycles. Draft 57.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Playbooks and Cycles. Draft 57.docx","Sales Drafts","57","5/12/2026 9:53:56 AM","3407","752","Sales process, diagnostics, SOPs, and execution mechanics","Execution cadence and frontline operating procedure","Conceptual draft / strategic intelligence fragment","Medium","High"
"SD-045-SALESPRO","Sales Problem Solving. Draft 45.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Problem Solving. Draft 45.docx","Sales Drafts","45","5/11/2026 7:56:08 PM","2816","721","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-025-SALESPRO","Sales Process Clarity. Draft 25.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Process Clarity. Draft 25.docx","Sales Drafts","25","5/11/2026 6:16:35 PM","3825","805","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","High","Critical"
"SD-046-SALESPRO","Sales Project ToC Creation. Draft 46.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Project ToC Creation. Draft 46.docx","Sales Drafts","46","5/11/2026 7:57:18 PM","3149","764","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-032-SALESROL","Sales Role in Offer Structuring. Draft 32.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Role in Offer Structuring. Draft 32.docx","Sales Drafts","32","5/11/2026 7:25:10 PM","3654","908","Monetization, revenue architecture, and offer economics","Commercial model, pricing, monetization, and offer design","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-040-SALESSOP","Sales SOPs. Draft 40.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales SOPs. Draft 40.docx","Sales Drafts","40","5/11/2026 7:42:08 PM","3609","908","Sales process, diagnostics, SOPs, and execution mechanics","Execution cadence and frontline operating procedure","Operational draft / usable control artifact","High","Critical"
"SD-007-SALESSYA","Sales Syatem Engineering. Draft 7.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Syatem Engineering. Draft 7.docx","Sales Drafts","7","5/11/2026 5:45:38 PM","3448","889","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-023-SALESSYS","Sales System Diagnosis Guide. Draft 23.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales System Diagnosis Guide. Draft 23.docx","Sales Drafts","23","5/11/2026 6:13:04 PM","3652","917","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Operational draft / usable control artifact","High","Critical"
"SD-010-SALESSYS","Sales System Dynamic. Draft 10.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales System Dynamic. Draft 10.docx","Sales Drafts","10","5/11/2026 5:49:56 PM","3448","822","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-048-SALESSYS","Sales System Execution Prompt. Draft 48.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales System Execution Prompt. Draft 48.docx","Sales Drafts","48","5/11/2026 7:59:48 PM","3725","541","AI, intelligence architecture, and institutional cognition","AI execution and orchestration control layer","Conceptual draft / strategic intelligence fragment","Critical","Critical"
"SD-035-SALESSYS","Sales System Grouping Stratergy. Draft 35.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales System Grouping Stratergy. Draft 35.docx","Sales Drafts","35","5/11/2026 7:28:59 PM","3258","794","Foundational doctrine, philosophy, and strategic worldview","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-039-SALESSYS","Sales System Payment System Desgin. Draft 39.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales System Payment System Desgin. Draft 39.docx","Sales Drafts","39","5/11/2026 7:41:11 PM","3478","850","Governance, legal, compensation, and operating controls","Governance, risk, legal, and accountability structure","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-063-SALESSYS","Sales System Reconstruction. Draft 63.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales System Reconstruction. Draft 63.docx","Sales Drafts","63","5/12/2026 10:01:56 AM","3631","926","AI, intelligence architecture, and institutional cognition","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","Medium"
"SD-056-SALESSYS","Sales System Revenue Breakdown. Draft 56.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales System Revenue Breakdown. Draft 56.docx","Sales Drafts","56","5/12/2026 9:52:59 AM","3800","818","Monetization, revenue architecture, and offer economics","Commercial model, pricing, monetization, and offer design","Conceptual draft / strategic intelligence fragment","High","High"
"SD-015-SALESSYT","Sales Sytem Success 99.9%. Draft 15.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Sytem Success 99.9%. Draft 15.docx","Sales Drafts","15","5/11/2026 6:00:51 PM","3559","901","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","High"
"SD-011-SALESTRA","Sales Tracking and Organization. Draft 11.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Sales Tracking and Organization. Draft 11.docx","Sales Drafts","11","5/11/2026 5:52:22 PM","3134","794","Revenue operations, cadence, measurement, and performance management","Measurement, reporting, decision intelligence, and RevOps control","Operational draft / usable control artifact","High","Critical"
"SD-017-SCALABLE","Scalable Sales Operating System. Draft 17.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Scalable Sales Operating System. Draft 17.docx","Sales Drafts","17","5/11/2026 6:04:16 PM","3417","881","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-020-SYSTEMBL","System Blueprint Aglinment. Draft 20.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\System Blueprint Aglinment. Draft 20.docx","Sales Drafts","20","5/11/2026 6:07:57 PM","10761","1255","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-047-SYSTEMPR","System Prompt Architecture. Draft 47.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\System Prompt Architecture. Draft 47.docx","Sales Drafts","47","5/11/2026 7:58:23 PM","2767","523","AI, intelligence architecture, and institutional cognition","AI execution and orchestration control layer","Advanced synthesis / near-operational blueprint","Critical","Critical"
"SD-008-THEELITE","The Elite Execution. Draft 8.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\The Elite Execution. Draft 8.docx","Sales Drafts","8","5/11/2026 5:46:43 PM","3455","788","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-022-THESALES","THE SALES OS_2024. Sales System Alignment Draft 22.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\THE SALES OS_2024. Sales System Alignment Draft 22.docx","Sales Drafts","22","5/11/2026 6:11:47 PM","3565","966","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Conceptual draft / strategic intelligence fragment","Critical","Critical"
"SD-004-UNTOLDSA","Untold Sales Success Factors. Draft 4.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\Untold Sales Success Factors. Draft 4.docx","Sales Drafts","4","5/11/2026 5:29:34 PM","3659","848","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-001-WHATISAS","What is a stratergy. Draft 1.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\What is a stratergy. Draft 1.docx","Sales Drafts","1","5/11/2026 5:21:56 PM","3454","873","Foundational doctrine, philosophy, and strategic worldview","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SD-066-WHATISSA","What is Sales. Draft 66.docx","C:\Users\USER\OneDrive\Documents\Sales Drafts\What is Sales. Draft 66.docx","Sales Drafts","66","5/12/2026 10:05:50 AM","3146","710","Foundational doctrine, philosophy, and strategic worldview","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SRC-D062","Social Media in Sales. Darft 62.docx","C:\Users\USER\OneDrive\Documents\Social Media in Sales. Darft 62.docx","Companion Source","62","5/12/2026 9:59:23 AM","2877","837","Market, customer, buyer, and channel intelligence","Market-facing intelligence and targeting system","Conceptual draft / strategic intelligence fragment","Medium","High"
"SRC-D064","Revenue Operating System Design. Darft 64.docx","C:\Users\USER\OneDrive\Documents\Revenue Operating System Design. Darft 64.docx","Companion Source","64","5/12/2026 10:03:08 AM","3041","930","Monetization, revenue architecture, and offer economics","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Critical","High"
"SRC-REVENUE-ARCHITECTURE-AGE","Revenue Architecture Agency.docx","C:\Users\USER\OneDrive\Documents\Revenue Architecture Agency.docx","Companion Source",,"5/11/2026 3:42:26 PM","9058","2510","AI, intelligence architecture, and institutional cognition","Commercial model, pricing, monetization, and offer design","Advanced synthesis / near-operational blueprint","Critical","High"
"SRC-NIKOLAUS-LUHMANN-SALES","Nikolaus Luhmann_ Sales.docx","C:\Users\USER\OneDrive\Documents\Nikolaus Luhmann_ Sales.docx","Companion Source",,"5/10/2026 11:39:02 AM","10932","1151","AI, intelligence architecture, and institutional cognition","Supporting doctrine or execution intelligence","Advanced synthesis / near-operational blueprint","Medium","Medium"
"SRC-SALES-MECHANISM-102","Sales Mechanism 102.docx","C:\Users\USER\OneDrive\Documents\Sales Mechanism 102.docx","Companion Source",,"5/2/2026 10:58:44 AM","7678","1836","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Advanced synthesis / near-operational blueprint","High","High"
"SRC-THE-SALES-MECHANISM","The Sales Mechanism.docx","C:\Users\USER\OneDrive\Documents\The Sales Mechanism.docx","Companion Source",,"5/1/2026 11:06:33 AM","7715","1840","Sales process, diagnostics, SOPs, and execution mechanics","Supporting doctrine or execution intelligence","Advanced synthesis / near-operational blueprint","High","High"
"SRC-HE-SALES-OS-2024","HE SALES OS_2024.docx","C:\Users\USER\OneDrive\Documents\HE SALES OS_2024.docx","Companion Source",,"4/30/2026 2:41:11 PM","9383","1262","Integrated sales operating system and commercial architecture","System blueprint / master synthesis","Advanced synthesis / near-operational blueprint","Medium","High"
"SRC-SALES-AGENT-AGREEMENT","Sales Agent Agreement.docx","C:\Users\USER\OneDrive\Documents\Sales Agent Agreement.docx","Companion Source",,"5/11/2026 5:19:25 PM","763","70","Governance, legal, compensation, and operating controls","Governance, risk, legal, and accountability structure","Operational draft / usable control artifact","High","Medium"
"SRC-SALES-DEPARTMENT-SCOPE-M","Sales Department Scope Map.docx","C:\Users\USER\OneDrive\Documents\Sales Department Scope Map.docx","Companion Source",,"5/11/2026 5:19:49 PM","1683","480","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Operational draft / usable control artifact","High","High"
"SRC-UNTOLD-SALES-SUCCESS-FAC","Untold Sales Success Factors.docx","C:\Users\USER\OneDrive\Documents\Untold Sales Success Factors.docx","Companion Source",,"5/11/2026 5:26:22 PM","3659","848","Integrated sales operating system and commercial architecture","Supporting doctrine or execution intelligence","Conceptual draft / strategic intelligence fragment","Medium","Critical"
"SRC-SALES-TRACKING-AND-ORGAN","Sales Tracking and Organization.docx","C:\Users\USER\OneDrive\Documents\Sales Tracking and Organization.docx","Companion Source",,"5/11/2026 5:51:12 PM","3134","794","Revenue operations, cadence, measurement, and performance management","Measurement, reporting, decision intelligence, and RevOps control","Operational draft / usable control artifact","High","Critical"
