Workspace,Domain,Document Name,Relative Path,Extension,Word Count,Layer Assignment,Purpose,Strategic Function,Automation Potential,Risk Factors
The Agency Draft 1.2,Management,Client Execution Mapping. Draft 23.docx,The Agency Draft 1.2\Client Execution Mapping. Draft 23.docx,.docx,2933,"Automation + Client, Operations, Management",Turns Automation intelligence into repeatable operating steps.,Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Draft 1.2,Management,Client Partner Acquisition Vision Draft 13.docx,The Agency Draft 1.2\Client Partner Acquisition Vision Draft 13.docx,.docx,2325,"Management + Automation, Sector, Client",Defines the long-range doctrine and intent for the Management layer.,Vision doctrine; Architecture / system map; Intelligence asset; anchors Management in the Vision -> Strategy -> System -> Workflow chain.,High,"unclear decision rights, priority conflict, stale governance"
The Agency Draft 1.2,Management,Client Sector Stratergy. Draft 10.docx,The Agency Draft 1.2\Client Sector Stratergy. Draft 10.docx,.docx,1210,"Automation + Sales, Sector, Marketing","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Draft 1.2,Management,ClientPartner Acqusition Draft 22.docx,The Agency Draft 1.2\ClientPartner Acqusition Draft 22.docx,.docx,2628,"Automation + Sector, Management, Sales","Contributes reusable Automation knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Draft 1.2,Management,CRM Logic in Agency. Draft 8.docx,The Agency Draft 1.2\CRM Logic in Agency. Draft 8.docx,.docx,1030,"Sales + Client, Automation, Management","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
The Agency Draft 1.2,Management,Financial Business Architecture. Draft 11.docx,The Agency Draft 1.2\Financial Business Architecture. Draft 11.docx,.docx,1859,"Finance + Management, Automation, Client","Positions Finance components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Intelligence asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
The Agency Draft 1.2,Management,Financial Operating System. Draft 19.docx,The Agency Draft 1.2\Financial Operating System. Draft 19.docx,.docx,2794,"Finance + Automation, Management, Client","Contributes reusable Finance knowledge, context, or operating doctrine.",Vision doctrine; Execution workflow; Intelligence asset; anchors Finance in the Vision -> Strategy -> System -> Workflow chain.,High,"liquidity blindness, bad allocation, compliance gaps, financial state outside ledger"
The Agency Draft 1.2,Management,Full Stack Brand System. Draft 4.docx,The Agency Draft 1.2\Full Stack Brand System. Draft 4.docx,.docx,2072,"Branding + Marketing, Offer, Management","Contributes reusable Branding knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Branding in the Vision -> Strategy -> System -> Workflow chain.,High,"generic output, narrative drift, visual inconsistency, unproven claims"
The Agency Draft 1.2,Management,MArketiing Inteeligence Vision. Draft 17.docx,The Agency Draft 1.2\MArketiing Inteeligence Vision. Draft 17.docx,.docx,2266,"Sector + Marketing, Automation, Management",Defines the long-range doctrine and intent for the Sector layer.,Vision doctrine; Architecture / system map; Execution workflow; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
The Agency Draft 1.2,Management,Marketing OS Blueprint. Draft 25.docx,The Agency Draft 1.2\Marketing OS Blueprint. Draft 25.docx,.docx,2488,"Automation + Marketing, Sector, Client","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Draft 1.2,Management,Offer Execution Mapping. Draft 24.docx,The Agency Draft 1.2\Offer Execution Mapping. Draft 24.docx,.docx,2962,"Automation + Offer, Client, Operations",Turns Automation intelligence into repeatable operating steps.,Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Draft 1.2,Management,Sales Execution Architecture. Draft 26.docx,The Agency Draft 1.2\Sales Execution Architecture. Draft 26.docx,.docx,2556,"Automation + Sales, Client, Offer",Turns Automation intelligence into repeatable operating steps.,Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Draft 1.2,Management,Sales Inteeligence Vision .Draft 18.docx,The Agency Draft 1.2\Sales Inteeligence Vision .Draft 18.docx,.docx,1723,"Sales + Automation, Management, Branding",Defines the long-range doctrine and intent for the Sales layer.,Vision doctrine; Architecture / system map; Execution workflow; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
The Agency Draft 1.2,Management,Sector Layer Execution Blueprint. Draft 20.docx,The Agency Draft 1.2\Sector Layer Execution Blueprint. Draft 20.docx,.docx,4297,"Sector + Automation, Management, Operations",Turns Sector intelligence into repeatable operating steps.,Vision doctrine; Architecture / system map; Execution workflow; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
The Agency Draft 1.2,Management,Sector Layer Vision. Draft 12.docx,The Agency Draft 1.2\Sector Layer Vision. Draft 12.docx,.docx,2281,"Sector + Management, Automation, Client",Defines the long-range doctrine and intent for the Sector layer.,Vision doctrine; Architecture / system map; Execution workflow; anchors Sector in the Vision -> Strategy -> System -> Workflow chain.,High,"stale market assumptions, overgeneralized sector models, weak source confidence"
The Agency Draft 1.2,Management,System Architure Optimization. Draft 6.docx,The Agency Draft 1.2\System Architure Optimization. Draft 6.docx,.docx,1829,"Automation + Operations, Management, Finance","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
The Agency Draft 1.2,Management,The Client Vision. Draft 15.docx,The Agency Draft 1.2\The Client Vision. Draft 15.docx,.docx,2487,"Client + Management, Sector, Operations",Defines the long-range doctrine and intent for the Client layer.,Vision doctrine; Architecture / system map; Execution workflow; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
The Agency Draft 1.2,Management,The Offer Vision. Draft 16.docx,The Agency Draft 1.2\The Offer Vision. Draft 16.docx,.docx,1548,"Offer + Management, Client, Branding",Defines the long-range doctrine and intent for the Offer layer.,Vision doctrine; Architecture / system map; Execution workflow; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
