Workspace,Domain,Recommended Markdown,Purpose,Owner,Priority,Dependencies,Completion Criteria
Offer Drafts,Offer,Offer Drafts\06_Automation\OFFER_AGENT_REGISTRY.md,"Promote agents into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Agents is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\06_Automation\OFFER_TOOL_AND_CONNECTOR_REGISTRY.md,"Promote tools into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Tools is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\07_Schemas\OFFER_DATA_CONTRACTS_AND_SCHEMAS.md,"Promote schemas into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Schemas is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\07_Schemas\OFFER_EVENT_CATALOG.md,"Promote events into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Events is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\08_Artifacts\OFFER_ARTIFACT_CATALOG.md,"Promote artifacts into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Artifacts is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\00_Governance\OFFER_OWNERSHIP_RACI.md,"Promote ownership into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Ownership is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\09_Validation\OFFER_VALIDATION_GATES.md,"Promote validation into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Validation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\10_Observability\OFFER_OBSERVABILITY_DASHBOARD_SPEC.md,"Promote observability into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Observability is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\10_Observability\OFFER_INFORMATION_STORAGE_AND_PERSISTENCE_MAP.md,"Promote information storage into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium-High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Information Storage is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\11_Memory\OFFER_HISTORICAL_MEMORY_LOG.md,"Promote historical memory into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium-High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Historical Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\11_Memory\OFFER_OPERATIONAL_MEMORY_LOG.md,"Promote operational memory into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Operational Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\11_Memory\OFFER_DECISION_LOG.md,"Promote decision memory into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium-High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Decision Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\11_Memory\OFFER_EXECUTION_LOG.md,"Promote execution memory into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Execution Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\12_Learning\OFFER_LEARNING_LOOP_PROTOCOL.md,"Promote learning systems into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Learning Systems is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\00_Governance\OFFER_ENTERPRISE_CONTROLS.md,"Promote enterprise controls into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium-High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Enterprise Controls is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\06_Automation\OFFER_AUTOMATION_REGISTRY_AND_APPROVAL_MATRIX.md,"Promote automation into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium-High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Automation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\00_Governance\OFFER_SECURITY_AND_ACCESS_POLICY.md,"Promote security into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Security is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\13_Resources\OFFER_RESOURCE_AND_CAPACITY_MODEL.md,"Promote resources into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Resources is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\14_Knowledge\OFFER_KNOWLEDGE_GRAPH_INDEX.md,"Promote knowledge into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Knowledge is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\15_Change\OFFER_CHANGE_CONTROL_PROTOCOL.md,"Promote change management into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Change Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\15_Change\OFFER_VERSIONING_AND_RELEASE_LOG.md,"Promote versioning into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium-High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Versioning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\16_Recovery\OFFER_RECOVERY_AND_FALLBACK_PLAN.md,"Promote recovery into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Recovery is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\00_Foundation\OFFER_INITIATIVE_PORTFOLIO.md,"Promote strategic planning into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Strategic Planning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\17_Evolution\OFFER_EVOLUTION_ROADMAP.md,"Promote evolution into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Medium-High,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Evolution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Offer Drafts,Offer,Offer Drafts\18_Completion\OFFER_COMPLETION_CRITERIA.md,"Promote completion into the authoritative Offer OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Offer OS Owner / Value Architecture Lead,Critical,"Upstream: Sector, Client, Finance, Sales, Branding, Management. Downstream: Marketing, Sales, Client Delivery, Finance, ClientPartner Acquisition.","Offer Completion is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
