Workspace,Domain,Document Name,Relative Path,Extension,Word Count,Layer Assignment,Purpose,Strategic Function,Automation Potential,Risk Factors
Offer Drafts,Offer,Offer Flywheel Dynamics. Draft 3.docx,Offer Drafts\Offer Flywheel Dynamics. Draft 3.docx,.docx,1148,"Client + Offer, Marketing, Sales","Contributes reusable Client knowledge, context, or operating doctrine.",Architecture / system map; Measurement / KPI asset; Automation / agent runtime; anchors Client in the Vision -> Strategy -> System -> Workflow chain.,High,"expectation mismatch, poor onboarding, scope creep, weak outcome proof"
Offer Drafts,Offer,Offer Knowledge Intelligence. Draft 15.docx,Offer Drafts\Offer Knowledge Intelligence. Draft 15.docx,.docx,647,"Offer + Automation, Sector, Operations","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
Offer Drafts,Offer,Offer Layer Breakdown. Draft 5.docx,Offer Drafts\Offer Layer Breakdown. Draft 5.docx,.docx,548,"Offer + Client, Marketing, Sales","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
Offer Drafts,Offer,Offer Logic Frameworks. Draft 10.docx,Offer Drafts\Offer Logic Frameworks. Draft 10.docx,.docx,534,"Offer + Automation, Management, Sector","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
Offer Drafts,Offer,Offer Operational for the Calendar. Draft 9.docx,Offer Drafts\Offer Operational for the Calendar. Draft 9.docx,.docx,1228,"Offer + Operations, Marketing, Automation","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
Offer Drafts,Offer,Offer Orchestration Architect. Draft 24.docx,Offer Drafts\Offer Orchestration Architect. Draft 24.docx,.docx,1678,"Automation + Offer, Management, Marketing","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Offer Drafts,Offer,Offer Os Architure. Draft 19.docx,Offer Drafts\Offer Os Architure. Draft 19.docx,.docx,3932,"Automation + Operations, Management, Offer","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Offer Drafts,Offer,Offer Stratergies Breakdown. Draft 4.docx,Offer Drafts\Offer Stratergies Breakdown. Draft 4.docx,.docx,731,"Offer + Management, Client, Automation","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Measurement / KPI asset; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
Offer Drafts,Offer,Organizing and Scaling Offer. Draft 14.docx,Offer Drafts\Organizing and Scaling Offer. Draft 14.docx,.docx,643,"Offer + Client, Automation, Marketing","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
Offer Drafts,Offer,Psychographics of an Offer. Draft 6.docx,Offer Drafts\Psychographics of an Offer. Draft 6.docx,.docx,680,"Offer + Sales, Client, Branding","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,High,"overpromising, margin leakage, unclear value metric, delivery mismatch"
Offer Drafts,Offer,Revenue Orchastration System. Draft 21.docx,Offer Drafts\Revenue Orchastration System. Draft 21.docx,.docx,1815,"Marketing + Automation, Offer, Client","Contributes reusable Marketing knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Offer Drafts,Offer,Revenue Transformation Blueprint. Draft 23.docx,Offer Drafts\Revenue Transformation Blueprint. Draft 23.docx,.docx,3950,"Automation + Sales, Management, Client","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Offer Drafts,Offer,What is an offer. Draft 1.docx,Offer Drafts\What is an offer. Draft 1.docx,.docx,358,"Offer + Finance, Legal, Sales","Contributes reusable Offer knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Offer in the Vision -> Strategy -> System -> Workflow chain.,Medium,"overpromising, margin leakage, unclear value metric, delivery mismatch"
