Workspace,Domain,Recommended Markdown,Purpose,Owner,Priority,Dependencies,Completion Criteria
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\06_Automation\AGENCY_TOOL_AND_CONNECTOR_REGISTRY.md,"Promote tools into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Tools is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\07_Schemas\AGENCY_DATA_CONTRACTS_AND_SCHEMAS.md,"Promote schemas into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Schemas is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\07_Schemas\AGENCY_EVENT_CATALOG.md,"Promote events into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Events is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\08_Artifacts\AGENCY_ARTIFACT_CATALOG.md,"Promote artifacts into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Artifacts is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\00_Governance\AGENCY_OWNERSHIP_RACI.md,"Promote ownership into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Critical,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Ownership is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\09_Validation\AGENCY_VALIDATION_GATES.md,"Promote validation into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Critical,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Validation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\10_Observability\AGENCY_OBSERVABILITY_DASHBOARD_SPEC.md,"Promote observability into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Critical,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Observability is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\10_Observability\AGENCY_INFORMATION_STORAGE_AND_PERSISTENCE_MAP.md,"Promote information storage into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Information Storage is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\11_Memory\AGENCY_HISTORICAL_MEMORY_LOG.md,"Promote historical memory into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Historical Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\11_Memory\AGENCY_OPERATIONAL_MEMORY_LOG.md,"Promote operational memory into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Operational Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\11_Memory\AGENCY_DECISION_LOG.md,"Promote decision memory into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Decision Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\11_Memory\AGENCY_EXECUTION_LOG.md,"Promote execution memory into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Execution Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\12_Learning\AGENCY_LEARNING_LOOP_PROTOCOL.md,"Promote learning systems into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Learning Systems is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\00_Governance\AGENCY_ENTERPRISE_CONTROLS.md,"Promote enterprise controls into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Enterprise Controls is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\06_Automation\AGENCY_AUTOMATION_REGISTRY_AND_APPROVAL_MATRIX.md,"Promote automation into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Automation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\00_Governance\AGENCY_SECURITY_AND_ACCESS_POLICY.md,"Promote security into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Security is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\13_Resources\AGENCY_RESOURCE_AND_CAPACITY_MODEL.md,"Promote resources into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Resources is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\15_Change\AGENCY_CHANGE_CONTROL_PROTOCOL.md,"Promote change management into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Change Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\15_Change\AGENCY_VERSIONING_AND_RELEASE_LOG.md,"Promote versioning into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Versioning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\16_Recovery\AGENCY_RECOVERY_AND_FALLBACK_PLAN.md,"Promote recovery into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Recovery is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\00_Foundation\AGENCY_INITIATIVE_PORTFOLIO.md,"Promote strategic planning into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Strategic Planning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\17_Evolution\AGENCY_EVOLUTION_ROADMAP.md,"Promote evolution into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Medium-High,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Evolution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Agency Drafts Root,Agency,00_Agency_Workspace_Intelligence\18_Completion\AGENCY_COMPLETION_CRITERIA.md,"Promote completion into the authoritative Agency OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Agency Operating Council / Founder,Critical,"Upstream: All domain workspaces, market reality, client outcomes, financial controls. Downstream: All domain operating systems, governance, orchestration, dashboards, memory, automation.","Agency Completion is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Sales Drafts\00_Governance\SALES_OPERATING_CONSTITUTION.md,"Promote constitution into the authoritative Sales OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sales OS Owner / Revenue Conversion Lead,High,"Upstream: Sector, Offer, Marketing, Branding, ClientPartner Acquisition, Legal. Downstream: Client, Finance, Management, Offer refinement, delivery promise memory.","Sales Constitution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Sales Drafts\11_Memory\SALES_HISTORICAL_MEMORY_LOG.md,"Promote historical memory into the authoritative Sales OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sales OS Owner / Revenue Conversion Lead,Medium-High,"Upstream: Sector, Offer, Marketing, Branding, ClientPartner Acquisition, Legal. Downstream: Client, Finance, Management, Offer refinement, delivery promise memory.","Sales Historical Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Sales Drafts\13_Resources\SALES_RESOURCE_AND_CAPACITY_MODEL.md,"Promote resources into the authoritative Sales OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sales OS Owner / Revenue Conversion Lead,Medium,"Upstream: Sector, Offer, Marketing, Branding, ClientPartner Acquisition, Legal. Downstream: Client, Finance, Management, Offer refinement, delivery promise memory.","Sales Resources is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Sales Drafts\15_Change\SALES_CHANGE_CONTROL_PROTOCOL.md,"Promote change management into the authoritative Sales OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sales OS Owner / Revenue Conversion Lead,High,"Upstream: Sector, Offer, Marketing, Branding, ClientPartner Acquisition, Legal. Downstream: Client, Finance, Management, Offer refinement, delivery promise memory.","Sales Change Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Sales Drafts\00_Foundation\SALES_INITIATIVE_PORTFOLIO.md,"Promote strategic planning into the authoritative Sales OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sales OS Owner / Revenue Conversion Lead,Medium,"Upstream: Sector, Offer, Marketing, Branding, ClientPartner Acquisition, Legal. Downstream: Client, Finance, Management, Offer refinement, delivery promise memory.","Sales Strategic Planning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Sales Drafts,Sales,Sales Drafts\18_Completion\SALES_COMPLETION_CRITERIA.md,"Promote completion into the authoritative Sales OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sales OS Owner / Revenue Conversion Lead,High,"Upstream: Sector, Offer, Marketing, Branding, ClientPartner Acquisition, Legal. Downstream: Client, Finance, Management, Offer refinement, delivery promise memory.","Sales Completion is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\00_Governance\MARKETING_OPERATING_CONSTITUTION.md,"Promote constitution into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,High,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Constitution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\09_Validation\MARKETING_VALIDATION_GATES.md,"Promote validation into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,High,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Validation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\10_Observability\MARKETING_INFORMATION_STORAGE_AND_PERSISTENCE_MAP.md,"Promote information storage into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,Medium,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Information Storage is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\11_Memory\MARKETING_HISTORICAL_MEMORY_LOG.md,"Promote historical memory into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,Medium-High,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Historical Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\13_Resources\MARKETING_RESOURCE_AND_CAPACITY_MODEL.md,"Promote resources into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,Medium,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Resources is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\15_Change\MARKETING_CHANGE_CONTROL_PROTOCOL.md,"Promote change management into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,Medium-High,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Change Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\00_Foundation\MARKETING_INITIATIVE_PORTFOLIO.md,"Promote strategic planning into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,Medium,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Strategic Planning is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\17_Evolution\MARKETING_EVOLUTION_ROADMAP.md,"Promote evolution into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,Medium-High,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Evolution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
Marketing Drafts,Marketing,Marketing Drafts\18_Completion\MARKETING_COMPLETION_CRITERIA.md,"Promote completion into the authoritative Marketing OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Marketing OS Owner / Demand Generation Lead,High,"Upstream: Sector, Offer, Branding, Finance, Management. Downstream: Sales, ClientPartner Acquisition, CRM, Revenue forecasting, Brand feedback.","Marketing Completion is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Sector Drafts,Sector,The Sector Drafts\00_Foundation\SECTOR_MISSION_VISION_OBJECTIVES.md,"Promote intent into the authoritative Sector OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sector Intelligence Owner / Market Strategy Lead,High,"Upstream: Market data, client context, competitive research, management priorities. Downstream: Offer, Marketing, Sales, Client, Branding, Automation.","Sector Intent is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
The Sector Drafts,Sector,The Sector Drafts\00_Foundation\SECTOR_STRATEGIC_ROADMAP.md,"Promote strategy into the authoritative Sector OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",Sector Intelligence Owner / Market Strategy Lead,High,"Upstream: Market data, client context, competitive research, management priorities. Downstream: Offer, Marketing, Sales, Client, Branding, Automation.","Sector Strategy is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
