Workspace,Domain,Document Name,Relative Path,Extension,Word Count,Layer Assignment,Purpose,Strategic Function,Automation Potential,Risk Factors
Sales Drafts,Sales,Escalation_Rules.md,Sales Drafts\06_AI_OPERATIONS\05_Escalations_Approvals\Escalation_Rules.md,.md,204,"Sales + Automation, Legal, Finance","Contributes reusable Sales knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,AI_Memory_Log_Template.md,Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\AI_Memory_Log_Template.md,.md,82,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; Cadence / calendar control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Decision_Log.md,Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Decision_Log.md,.md,11,"Sales + Automation, Management","Contributes reusable Sales knowledge, context, or operating doctrine.",Governance / risk control; Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Learning_Loop_Log.md,Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Learning_Loop_Log.md,.md,13,Sales + Automation,"Contributes reusable Sales knowledge, context, or operating doctrine.",Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Prompt_Evolution_Log.md,Sales Drafts\06_AI_OPERATIONS\06_AI_Memory_Logs\Prompt_Evolution_Log.md,.md,15,Sales + Automation,Provides agent/runtime instructions or integration contracts for automating Sales work.,Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Client_Sales_System_Build_Run.md,Sales Drafts\06_AI_OPERATIONS\07_Runtime_Examples\Client_Sales_System_Build_Run.md,.md,126,"Automation + Sales, Management, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Daily_Sales_Command_Run.md,Sales Drafts\06_AI_OPERATIONS\07_Runtime_Examples\Daily_Sales_Command_Run.md,.md,98,"Sales + Automation, Operations, Management","Contributes reusable Sales knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Governance / risk control; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Pipeline_Build_Runbook.md,Sales Drafts\06_AI_OPERATIONS\07_Runtime_Examples\Pipeline_Build_Runbook.md,.md,402,"Sales + Automation, Sector, Management",Turns Sales intelligence into repeatable operating steps.,Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,360 Sales System Map. Draft 42.docx,Sales Drafts\360 Sales System Map. Draft 42.docx,.docx,2933,"Automation + Sales, Operations, Management","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Asking the right questions. Draft 44.docx,Sales Drafts\Asking the right questions. Draft 44.docx,.docx,3815,"Automation + Sales, Offer, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Audience Navigation in Sales. Draft 54.docx,Sales Drafts\Audience Navigation in Sales. Draft 54.docx,.docx,2624,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Build Sales Metrics. Draft 31.docx,Sales Drafts\Build Sales Metrics. Draft 31.docx,.docx,3557,"Sales + Automation, Operations, Finance",Defines measurement logic for Sales performance and decision quality.,Execution workflow; Governance / risk control; Measurement / KPI asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Building a Sales Momentum. Draft 5.docx,Sales Drafts\Building a Sales Momentum. Draft 5.docx,.docx,3344,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Building Sales Audience Pre-Sale. Draft 58.docx,Sales Drafts\Building Sales Audience Pre-Sale. Draft 58.docx,.docx,2532,"Automation + Marketing, Branding, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Building Sales Sector Knowledge. Draft 21.docx,Sales Drafts\Building Sales Sector Knowledge. Draft 21.docx,.docx,3665,"Sales + Sector, Automation, Management","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Daily Sales Action Plan. Draft 52.docx,Sales Drafts\Daily Sales Action Plan. Draft 52.docx,.docx,3121,"Automation + Sales, Management, Operations",Turns Automation intelligence into repeatable operating steps.,Architecture / system map; Execution workflow; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Dynamic Sales System Design. Draft 29.docx,Sales Drafts\Dynamic Sales System Design. Draft 29.docx,.docx,3497,"Automation + Sales, Management, Offer","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,generate_blueprint.ps1,Sales Drafts\generate_blueprint.ps1,.ps1,6852,"Sales + Operations, Management, Automation","Positions Sales components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Handling Sales Negatives. Draft 14.docx,Sales Drafts\Handling Sales Negatives. Draft 14.docx,.docx,3224,"Automation + Sales, Management, Hiring","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Maintaing Sales System. Draft 27.docx,Sales Drafts\Maintaing Sales System. Draft 27.docx,.docx,2712,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Master_Revenue_Commercial_Operating_System_Blueprint.md,Sales Drafts\Master_Revenue_Commercial_Operating_System_Blueprint.md,.md,12016,"Sales + Operations, Management, Automation","Positions Sales components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Master_Source_Paragraph_Index.csv,Sales Drafts\Master_Source_Paragraph_Index.csv,.csv,877442,"Sales + Sector, Offer, Automation","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Master_Source_Registry.csv,Sales Drafts\Master_Source_Registry.csv,.csv,3191,"Sales + Operations, Management, Automation","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Mission Vision Goal Values. Draft 43.docx,Sales Drafts\Mission Vision Goal Values. Draft 43.docx,.docx,3448,"Automation + Sales, Management, Operations",Defines the long-range doctrine and intent for the Automation layer.,Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Monetization Layer in Sales. Draft 24.docx,Sales Drafts\Monetization Layer in Sales. Draft 24.docx,.docx,3657,"Sales + Automation, Branding, Offer","Contributes reusable Sales knowledge, context, or operating doctrine.",Intelligence asset; Governance / risk control; Measurement / KPI asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,Medium,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Monetizing Sales System. Draft 29.docx,Sales Drafts\Monetizing Sales System. Draft 29.docx,.docx,2614,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Monetizing Sales System. Draft 51.docx,Sales Drafts\Monetizing Sales System. Draft 51.docx,.docx,2568,"Automation + Sales, Marketing, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Mutual Discovery in Sales. Draft 19.docx,Sales Drafts\Mutual Discovery in Sales. Draft 19.docx,.docx,3686,"Automation + Sales, Management, Client","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,Medium-High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Networking Partnership Structure. Draft 33.docx,Sales Drafts\Networking Partnership Structure. Draft 33.docx,.docx,3440,"Automation + Sales, Sector, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Nikolaus Luhmann_Luhmannian Sales Theory. Draft 63.docx,Sales Drafts\Nikolaus Luhmann_Luhmannian Sales Theory. Draft 63.docx,.docx,3166,"Sales + Automation, Management, Operations","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Outcome of the 99.9% Success System. Draft 16.docx,Sales Drafts\Outcome of the 99.9% Success System. Draft 16.docx,.docx,3445,"Automation + Sales, Marketing, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Measurement / KPI asset; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Phychographics in Sales. Draft 30.docx,Sales Drafts\Phychographics in Sales. Draft 30.docx,.docx,3269,"Automation + Sales, Management, Hiring","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Revenue Architecture Framework. Draft 65.docx,Sales Drafts\Revenue Architecture Framework. Draft 65.docx,.docx,2380,"Automation + Sales, Management, Operations","Positions Automation components, dependencies, controls, and flows inside the agency OS.",Architecture / system map; Execution workflow; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales and Marketing Alginment. Draft 9.docx,Sales Drafts\Sales and Marketing Alginment. Draft 9.docx,.docx,3346,"Sales + Automation, Marketing, Sector","Contributes reusable Sales knowledge, context, or operating doctrine.",Execution workflow; Measurement / KPI asset; Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales as Power Navigation. Draft 37.docx,Sales Drafts\Sales as Power Navigation. Draft 37.docx,.docx,3560,"Automation + Sales, Management, Sector","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales as Power Navigation. Draft 38.docx,Sales Drafts\Sales as Power Navigation. Draft 38.docx,.docx,3560,"Automation + Sales, Management, Sector","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Cadence Stratergy. Draft 3.docx,Sales Drafts\Sales Cadence Stratergy. Draft 3.docx,.docx,3544,"Automation + Sales, Operations, Hiring","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Calendar Operations. Draft 34.docx,Sales Drafts\Sales Calendar Operations. Draft 34.docx,.docx,4414,"Sales + Operations, Automation, Sector","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Channels Overview. Draft 50.docx,Sales Drafts\Sales Channels Overview. Draft 50.docx,.docx,2445,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Measurement / KPI asset; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Competition Layers. Draft 36.docx,Sales Drafts\Sales Competition Layers. Draft 36.docx,.docx,2547,"Automation + Sales, Management, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Intelligence asset; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Cycle Execution Tips. Draft 26.docx,Sales Drafts\Sales Cycle Execution Tips. Draft 26.docx,.docx,4085,"Sales + Automation, Marketing, Management",Turns Sales intelligence into repeatable operating steps.,Execution workflow; Intelligence asset; Governance / risk control; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Decision Intelligence. Draft 18.docx,Sales Drafts\Sales Decision Intelligence. Draft 18.docx,.docx,3579,"Automation + Sales, Management, Marketing","Contributes reusable Automation knowledge, context, or operating doctrine.",Intelligence asset; Governance / risk control; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Flywheel vs Funnel. Draft 53.docx,Sales Drafts\Sales Flywheel vs Funnel. Draft 53.docx,.docx,2413,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Funnel Type. Draft 12.docx,Sales Drafts\Sales Funnel Type. Draft 12.docx,.docx,3880,"Marketing + Sales, Automation, Client","Contributes reusable Marketing knowledge, context, or operating doctrine.",Automation / agent runtime; anchors Marketing in the Vision -> Strategy -> System -> Workflow chain.,High,"tracking gaps, message-market mismatch, brand inconsistency, channel waste"
Sales Drafts,Sales,Sales Gap and Faliures. Draft 2.docx,Sales Drafts\Sales Gap and Faliures. Draft 2.docx,.docx,3230,"Automation + Sales, Management, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Governance Aritichure Operational Blueprint. Draft 41.docx,Sales Drafts\Sales Governance Aritichure Operational Blueprint. Draft 41.docx,.docx,4585,"Sales + Automation, Sector, Management","Positions Sales components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Execution workflow; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Intelligence Architecture. Draft 61.docx,Sales Drafts\Sales Intelligence Architecture. Draft 61.docx,.docx,5345,"Sales + Automation, Operations, Management","Positions Sales components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Execution workflow; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Launch Mechanism. Draft 59.docx,Sales Drafts\Sales Launch Mechanism. Draft 59.docx,.docx,2420,"Automation + Sales, Management, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Legal Structuring. Draft 37.docx,Sales Drafts\Sales Legal Structuring. Draft 37.docx,.docx,3672,"Legal + Sales, Automation, Finance","Creates control rules that protect Legal execution from trust, legal, and operational risk.",Architecture / system map; Governance / risk control; Automation / agent runtime; anchors Legal in the Vision -> Strategy -> System -> Workflow chain.,High,"unapproved claims, contract ambiguity, privacy/compliance exposure"
Sales Drafts,Sales,Sales Logic Framework. Draft 6.docx,Sales Drafts\Sales Logic Framework. Draft 6.docx,.docx,3310,"Automation + Sales, Management, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Governance / risk control; Measurement / KPI asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx,Sales Drafts\Sales Mechanism 101_Sales System Diagnosis. Draft 28.docx,.docx,3416,"Sales + Automation, Operations, Management","Contributes reusable Sales knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Operating System Blueprint. Draft 13.docx,Sales Drafts\Sales Operating System Blueprint. Draft 13.docx,.docx,4083,"Sales + Automation, Marketing, Management","Positions Sales components, dependencies, controls, and flows inside the agency OS.",Vision doctrine; Architecture / system map; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Operating System Overview. Draft 55.docx,Sales Drafts\Sales Operating System Overview. Draft 55.docx,.docx,2729,"Automation + Sales, Operations, Management","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Operating System Roles. Draft 49.docx,Sales Drafts\Sales Operating System Roles. Draft 49.docx,.docx,2632,"Automation + Management, Operations, Sales","Contributes reusable Automation knowledge, context, or operating doctrine.",Execution workflow; Intelligence asset; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Operating System. Draft 60.docx,Sales Drafts\Sales Operating System. Draft 60.docx,.docx,6214,"Automation + Operations, Management, Sales","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Automation / agent runtime; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Playbooks and Cycles. Draft 57.docx,Sales Drafts\Sales Playbooks and Cycles. Draft 57.docx,.docx,3366,"Sales + Automation, Management, Operations","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Problem Solving. Draft 45.docx,Sales Drafts\Sales Problem Solving. Draft 45.docx,.docx,2712,"Automation + Sales, Management, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Intelligence asset; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
Sales Drafts,Sales,Sales Process Clarity. Draft 25.docx,Sales Drafts\Sales Process Clarity. Draft 25.docx,.docx,3778,"Sales + Finance, Automation, Legal","Contributes reusable Sales knowledge, context, or operating doctrine.",Architecture / system map; Execution workflow; Governance / risk control; anchors Sales in the Vision -> Strategy -> System -> Workflow chain.,High,"CRM hygiene gaps, unsupported claims, pipeline leakage, discount pressure"
Sales Drafts,Sales,Sales Project ToC Creation. Draft 46.docx,Sales Drafts\Sales Project ToC Creation. Draft 46.docx,.docx,3054,"Automation + Sales, Management, Operations","Contributes reusable Automation knowledge, context, or operating doctrine.",Vision doctrine; Architecture / system map; Execution workflow; anchors Automation in the Vision -> Strategy -> System -> Workflow chain.,High,"unsafe autonomy, stale memory, connector failure, insufficient approvals"
