Gap ID,Workspace,Domain,Gap Name,Gap Category,Gap Layer,Status,Severity,Gap Impact,Root Cause,Required Solution,Required Markdowns,Required Protocols,Required Registries,Required Governance,Required Ownership,Required Orchestration,Required Validation,Required Observability,Required Evolution,Required Dependencies,Required Placement,Required Sequencing,Completion Criteria
CLIENTPARTNER-STATE-MANAGEMENT,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition State Management Control Gap,State Management,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium-High,"ClientPartner Acquisition operators cannot reliably answer who owns state management, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote state management into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\04_State\CLIENTPARTNER_STATE_MODEL_AND_STATUS_BOARD.md,ClientPartner Acquisition State Management protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\04_State\CLIENTPARTNER_STATE_MODEL_AND_STATUS_BOARD.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition State Management is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-EXECUTION,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Execution Control Gap,Execution,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium-High,"ClientPartner Acquisition operators cannot reliably answer who owns execution, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote execution into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\05_Execution\CLIENTPARTNER_EXECUTION_PLAYBOOK.md,ClientPartner Acquisition Execution protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\05_Execution\CLIENTPARTNER_EXECUTION_PLAYBOOK.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Execution is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-WORKFLOWS,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Workflows Control Gap,Workflows,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium-High,"ClientPartner Acquisition operators cannot reliably answer who owns workflows, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote workflows into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\05_Execution\CLIENTPARTNER_WORKFLOW_CATALOG.md,ClientPartner Acquisition Workflows protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\05_Execution\CLIENTPARTNER_WORKFLOW_CATALOG.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Workflows is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-AGENTS,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Agents Control Gap,Agents,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium,"ClientPartner Acquisition operators cannot reliably answer who owns agents, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote agents into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\06_Automation\CLIENTPARTNER_AGENT_REGISTRY.md,ClientPartner Acquisition Agents protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\06_Automation\CLIENTPARTNER_AGENT_REGISTRY.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Agents is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-TOOLS,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Tools Control Gap,Tools,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium,"ClientPartner Acquisition operators cannot reliably answer who owns tools, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote tools into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\06_Automation\CLIENTPARTNER_TOOL_AND_CONNECTOR_REGISTRY.md,ClientPartner Acquisition Tools protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\06_Automation\CLIENTPARTNER_TOOL_AND_CONNECTOR_REGISTRY.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Tools is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-SCHEMAS,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Schemas Control Gap,Schemas,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium,"ClientPartner Acquisition operators cannot reliably answer who owns schemas, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote schemas into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\07_Schemas\CLIENTPARTNER_DATA_CONTRACTS_AND_SCHEMAS.md,ClientPartner Acquisition Schemas protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\07_Schemas\CLIENTPARTNER_DATA_CONTRACTS_AND_SCHEMAS.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Schemas is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-EVENTS,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Events Control Gap,Events,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium,"ClientPartner Acquisition operators cannot reliably answer who owns events, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote events into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\07_Schemas\CLIENTPARTNER_EVENT_CATALOG.md,ClientPartner Acquisition Events protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\07_Schemas\CLIENTPARTNER_EVENT_CATALOG.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Events is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-ARTIFACTS,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Artifacts Control Gap,Artifacts,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium,"ClientPartner Acquisition operators cannot reliably answer who owns artifacts, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote artifacts into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\08_Artifacts\CLIENTPARTNER_ARTIFACT_CATALOG.md,ClientPartner Acquisition Artifacts protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\08_Artifacts\CLIENTPARTNER_ARTIFACT_CATALOG.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Artifacts is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-OWNERSHIP,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Ownership Control Gap,Ownership,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,High,"ClientPartner Acquisition operators cannot reliably answer who owns ownership, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote ownership into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\00_Governance\CLIENTPARTNER_OWNERSHIP_RACI.md,ClientPartner Acquisition Ownership protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\00_Governance\CLIENTPARTNER_OWNERSHIP_RACI.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Ownership is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-VALIDATION,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Validation Control Gap,Validation,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,High,"ClientPartner Acquisition operators cannot reliably answer who owns validation, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote validation into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\09_Validation\CLIENTPARTNER_VALIDATION_GATES.md,ClientPartner Acquisition Validation protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\09_Validation\CLIENTPARTNER_VALIDATION_GATES.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Validation is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-OBSERVABILITY,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Observability Control Gap,Observability,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,High,"ClientPartner Acquisition operators cannot reliably answer who owns observability, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote observability into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\10_Observability\CLIENTPARTNER_OBSERVABILITY_DASHBOARD_SPEC.md,ClientPartner Acquisition Observability protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\10_Observability\CLIENTPARTNER_OBSERVABILITY_DASHBOARD_SPEC.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Observability is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-INFORMATION-STORAGE,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Information Storage Control Gap,Information Storage,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Missing,Medium-High,"ClientPartner Acquisition operators cannot reliably answer who owns information storage, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote information storage into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\10_Observability\CLIENTPARTNER_INFORMATION_STORAGE_AND_PERSISTENCE_MAP.md,ClientPartner Acquisition Information Storage protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\10_Observability\CLIENTPARTNER_INFORMATION_STORAGE_AND_PERSISTENCE_MAP.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Information Storage is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-HISTORICAL-MEMORY,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Historical Memory Control Gap,Historical Memory,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Missing,Medium-High,"ClientPartner Acquisition operators cannot reliably answer who owns historical memory, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote historical memory into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\11_Memory\CLIENTPARTNER_HISTORICAL_MEMORY_LOG.md,ClientPartner Acquisition Historical Memory protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\11_Memory\CLIENTPARTNER_HISTORICAL_MEMORY_LOG.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Historical Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
CLIENTPARTNER-OPERATIONAL-MEMORY,The ClientPartner Draft,ClientPartner Acquisition,ClientPartner Acquisition Operational Memory Control Gap,Operational Memory,"Partnership, acquisition channel, relationship CRM, and distribution leverage layer.",Partially Present,Medium,"ClientPartner Acquisition operators cannot reliably answer who owns operational memory, what is current, what must happen next, which evidence is authoritative, or how completion is proven.","Domain knowledge exists mainly as DOCX drafts, so it lacks controlled markdown registries, protocols, owners, validation gates, and runtime memory.","Promote operational memory into the authoritative ClientPartner Acquisition OS layer with source IDs, owner, governance rule, dependency links, validation gate, dashboard signal, memory update, and version path.",The ClientPartner Draft\11_Memory\CLIENTPARTNER_OPERATIONAL_MEMORY_LOG.md,ClientPartner Acquisition Operational Memory protocol: trigger -> source evidence -> owner review -> approval/risk check -> execution or handoff -> validation -> memory/version update.,CLIENTPARTNER_MASTER_REGISTRY plus Agency Global Source Registry.,"ClientPartner Acquisition Owner / Partnership Growth Lead approves ownership, risk class, cadence, and escalation route.",ClientPartner Acquisition Owner / Partnership Growth Lead,"Route through ClientPartner Acquisition orchestration and the agency dependency graph: upstream Sector, Offer, Branding, Marketing, Sales; downstream Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.","Entry criteria, source evidence check, owner sign-off, handoff acceptance, and completion gate.","Dashboard status, freshness date, owner review cadence, risk indicator, and gap closure metric.","Decision log entry, version log entry, quarterly review, and source registry state update.","Upstream: Sector, Offer, Branding, Marketing, Sales. Downstream: Sales, Partnerships, Distribution, Revenue channels, Client acquisition memory.",The ClientPartner Draft\11_Memory\CLIENTPARTNER_OPERATIONAL_MEMORY_LOG.md,"1. Confirm source inventory; 2. create canonical markdown; 3. assign owner/RACI; 4. register dependencies and handoffs; 5. define validation and dashboard signals; 6. approve, version, and schedule evolution review.","ClientPartner Acquisition Operational Memory is complete when the markdown exists at the recommended placement, has an owner and cadence, references source IDs, is registered in the local and agency registry, defines validation and observability, and has a version/evolution log entry."
